user_id,screen_name,prob_bot
1402506919005212672,GrumpyOldAsh,0.005217363126575947
249376531,orpheuseurydice,0.0011153913801535964
3415114994,kcarr_51,0.0019288385519757867
2406179396,YelloChrysan,8.72414093464613e-4
48927175,TomMcIlroy,0.02119026891887188
1208160707595792384,EduDesignGrp,0.00133610051125288
3699087979,rachaelraker,0.0012788445455953479
17353325,fehowarth,0.0026469221338629723
727071226414276608,dimbiddy,0.0016031876439228654
958003062940954624,MiloWh007,0.0023590903729200363
1309080540612636674,ChickenSoupMel,6.744388956576586e-4
36045552,ElissaMilne,0.0010747832711786032
18118732,goremau123,0.0035274268593639135
18114168,jasonjordan,0.008854646235704422
343286763,ShingvWorld,0.0014095609076321125
1274262015863779332,Loveove35547242,0.0022345760371536016
840668052274335744,Angry_Bubbe,0.001826082938350737
206966356,shellzzz,5.671081016771495e-4
63579088,ruby_jo_,9.65924293268472e-4
113064250,tanyavolt,0.0016288954066112638
38163467,jennyh17,0.0013886588858440518
1316624028476428289,ColinKi02276809,0.003095016349107027
464276020,susieclapton,0.003221276216208935
2741661968,stirlospace,0.003935622051358223
759696464968683520,KlineMarante,0.0010881117777898908
526163867,JonathanGwood,0.002276875777170062
209870952,tpwkelly,0.0047155688516795635
339327422,mazzmcp,0.004405829589813948
1361113246493671426,isolandic,0.0027518977876752615
1414703299169701897,scrumpjack1,0.0034722082782536745
15227162,jamesfehon,0.00246397964656353
701638848464289793,CarringBush2010,0.004022990353405476
1257855625393922048,MenzBernd,0.005166405346244574
92755722,TheWillowGhost,0.0018540765158832073
1414411932958822405,pondero60943260,0.005682001821696758
1078383273745633280,claejames,0.006650811526924372
19639579,Penny02,0.001414917758665979
71807533,shanebazzi,0.0011361684883013368
15124248,chrisnorris,0.003120515728369355
594527160,jmull38,6.579947075806558e-4
1333969328006283264,CGWJS54139911,0.004842426162213087
528097938,SassyCatxoo,0.0013272896176204085
3193834598,Simbarumor,0.005226285196840763
34465477,callapilla,9.680806542746723e-4
29194799,Hails0,0.0010823574848473072
1230721853548707843,simon_berryman,0.003794922726228833
1196658783587426304,AliB5000,0.0023403363302350044
168872431,tanac28,0.002048186492174864
3840171332,magpieranting,0.002645088592544198
1624641818,BBreggie,0.002945089712738991
1117244238247280640,Outofthewoodsi1,0.0026660668663680553
42769304,ellisoconnor,0.0019214281346648932
1296694269726531585,realDrGenFord,0.0029253282118588686
30632375,Annie301,6.235858891159296e-4
938489083,JmarrMarr,0.003948423080146313
19749155,randomgrrl,0.05133814737200737
2574825973,oldblackcat13,0.0027463496662676334
489231338,Oceansnevlisten,9.860979625955224e-4
911538916112478208,UmbreenQazi,5.549766356125474e-4
33233425,steveathon,9.186232346110046e-4
38578151,DrYobbo,0.016994889825582504
33056274,KJBar,0.0012039131252095103
1242744441745453056,_BertHandsome,0.07340838760137558
13006932,joshgnosis,0.011588958092033863
1277454985035255809,Definit02209600,0.005392300430685282
1370510011441455104,ddc123123123,0.004788695368915796
2992671032,impossible_cut,0.0027841718401759863
1524329449,hkerr32,0.004348959308117628
80752607,kerryhoo,8.260438335128129e-4
235611929,johnnytogs,6.506688660010695e-4
188143601,blanketcrap,0.010545223951339722
1406566886263848962,p_romios,0.004574326798319817
1284742481876156416,michelle_grave,0.0011802938533946872
1164466692530905088,Asymetrical13,0.0038763980846852064
1359872032687546368,ZhangWe37628139,0.0054464018903672695
989078279620579328,billy_pinker,0.003690913086757064
576451623,Cobra1A,0.003549656132236123
260041830,bradhooperarch,0.0026786038652062416
1194516133455351810,Julie28086389,0.008599300868809223
772239460100472832,fffillyy,0.06308098137378693
1254602482774237185,Kiran40695717,0.008791225031018257
426344026,3RhinestoneC,8.653949480503798e-4
250858116,vivchook,0.001019130926579237
1258208347003604992,AzzuroMare1,0.004020526073873043
1418098905548431363,DaintreeBluesm1,0.006084084510803223
101398753,Bishop64,0.0015638660406693816
1367863221374255107,Jackkate12,0.0031032869592309
939439405533577217,ania_kryska,0.0021537798456847668
177554833,suzipeep,7.653356879018247e-4
1211910409,Leanne581,8.80712759681046e-4
1295319823367335937,JamesBe96866295,0.004208615981042385
1256508995210080256,JacquieMelb,0.0025686032604426146
32195566,websyd,0.0012250988511368632
838779194,SandraRPearce1,0.0019650233443826437
1291369371139313665,Paradoxa18,0.001388423377647996
298410389,lezleemac,7.713009836152196e-4
77687779,thegreenrat,0.02610848657786846
158123632,CorruptNSW,0.003065921366214752
159364231,judyvw2,0.0031811180524528027
85795383,MsRonnyB,0.005311623215675354
712017791965077504,moolaland,0.05838189646601677
374403228,park_dale,0.001458216574974358
855996928374341633,wendycollins62,0.0037511077243834734
1191855827667128320,DavidGr07837209,0.013670278713107109
1706186088,scarletp1792,0.001661051413975656
819094796039897088,mjdream86,9.753570193424821e-4
887598800453255169,MamaTealRose,0.004050131421536207
168448254,Bad_cyclist,0.0013816356658935547
1150888938,tresantes,9.447303018532693e-4
1112926716920385536,n3w4v3,0.0024731336161494255
1164853917982683137,Tglatin,0.005454735364764929
2658912553,YODsupporter,0.0011436744825914502
20665873,bec7ford,0.002459534676745534
1310441639928713217,MichaelBrittan5,0.003527137218043208
2267088457,ISturup,0.0019255585502833128
796627890528022528,Koustabubbles,0.0017920886166393757
187836067,ochreblue,0.07033907622098923
43453751,jemaggie,0.0017298111924901605
2982107588,SueChapo,0.0047935242764651775
4839819043,CAllderladd,0.00577164301648736
1238828397196787714,jidgyxx_,0.0012682260712608695
322895586,FacelessMan13,0.002053438685834408
1357940976619147264,truebluebogan,0.0022463013883680105
100736466,MaggieDaWitch,0.001251049805432558
1716895026,RErbium,0.002416214207187295
1339079754285137924,GrlSamurai,0.0019719330593943596
15250455,adriancb,0.007067461498081684
1597474447,ComissionerKate,0.0018607060192152858
3109350722,BigVapingNunga,0.005385390017181635
38184473,MacaneseinAus,0.001538360957056284
748523910,broomstick33,0.0037450147792696953
