tweets_premiers_hashtags_tweets$id
1418395983931609e3
1418395977325584400
1418395974930624500
1418395974901256200
1418395924917678e3
1418395889513554e3
1418395857255235600
1418395856785404e3
1418395851563573200
1418395849550221300
1418395827026886700
1418395822224396300
1418395821368701e3
1418395821003788300
1418395817371607e3
1418395807322054700
1418395791517884400
1418395783917756400
1418395781275340800
1418395779316605e3
1418395776762355700
1418395767421632500
141839575521613e4
1418395744218730500
1418395737054843e3
1418395725268852700
1418395724295807e3
1418395724115439600
1418395723553337300
1418395709636702200
1418395709066207200
1418395702246330400
1418395699880763400
1418395694432362500
1418395669769769e3
1418395668737978400
1418395666338836500
1418395652938031e3
1418395644213928e3
1418395640988459e3
1418395633728123e3
1418395621405335600
1418395614140801e3
1418395607668977700
1418395605064319e3
1418395602350657500
1418395594322632700
1418395584239526e3
1418395556414509e3
1418395554132881400
1418395535438872600
1418395535292072e3
1418395524244271e3
1418395509820059600
1418395498126266400
1418395496138248200
1418395493063815200
1418395487258873900
1418395482737369e3
1418395478186549200
1418395478140481500
1418395458284626e3
1418395455461810200
1418395447689846800
1418395436591685600
1418395428635046e3
1418395424616976400
1418395419189543e3
1418395417272672300
1418395396301201400
1418395392144670700
1418395366131568600
1418395337262211e3
1418395294782292e3
1418395286385217500
1418395285886099500
1418395251014705200
1418395238951841800
1418395227929251800
1418395222736732200
1418395222350860300
1418395221411319800
1418395219150528500
1418395208216039400
1418395203325481e3
1418395195075227600
1418395189014524e3
1418395188481822700
1418395170475712500
1418395165203390500
1418395149365780500
1418395135511957500
1418395125596573700
1418395113059885e3
1.4183951072800481e+18
1418395104608358400
1418395096219721700
1418395088095367200
141839507748796e4
1418395039479201800
1418395023238787e3
1418395017131954200
1418395012190986200
1418395009368219600
1418395008487415800
1418395000346271700
1418394986035302400
1418394980758921200
1418394972156354600
1418394969748873200
1418394969157431300
1418394965038694400
1418394959342829600
1418394958914986e3
1418394952015310800
1418394911527772200
141839489116015e4
1418394888920440800
1418394864501231600
1418394860772495400
1418394845849133e3
1418394831332601900
1418394817827012600
1418394812345061400
1418394795249078300
1418394781659459600
1418394774906699800
1418394736201670700
1418394734276464600
141839473402479e4
1418394729553678300
1418394723136413700
1418394722758905900
1418394709102235600
1418394700973633500
1418394663371694e3
1418394653380931600
1418394646930092e3
1418394642882515e3
1418394634489766e3
1418394623186116600
1418394620841521200
1418394599903486e3
1418394589543555e3
1418394580852953e3
141839457885227e4
1418394576218255400
1418394573278044200
1418394567808721e3
1418394537479655400
1418394525567905800
1418394525173620700
1418394520668934100
1418394520656302e3
1418394519481897e3
1418394510346776600
1418394506727096300
1418394498091012e3
1418394498032226300
1418394495159214e3
1418394479975755800
1.4183944786000159e+18
1418394473076195300
1418394469037056e3
1418394457070719e3
1418394456085065700
1418394455996989400
1418394420802592800
1418394409175896e3
1418394406583869400
1418394398585331700
1418394394730713e3
1418394394441388e3
1418394393501859800
1418394376548479e3
1418394373998342100
1418394371305603e3
1418394352951251e3
1418394341714710500
1418394341509255200
1418394333800136700
1418394318952276e3
1418394318193057800
1418394309494075400
1418394295313133600
1418394294012977200
1418394290141614e3
1418394250740256800
1418394248748015600
1418394226434269200
1418394213989769200
1418394196415639600
1418394187381149700
1418394185111990300
1418394180838068200
1418394174986936300
1418394166178902e3
1418394140191068200
1418394137292771300
1418394120268107800
1418394102287134700
1418394096591261700
1418394092837376e3
1418394087191834600
1418394086965276700
1418394084448759800
1418394038865039400
1418394030090588200
1418394026831614e3
1418394023878819800
1418394007919493e3
1418394007818834e3
1418393991481942e3
1418393984355901400
1418393980908105700
1418393962084126700
1418393957222862800
1418393933558653e3
1418393932656910300
1418393932258447400
1418393876746834e3
1.4183938758995681e+18
1418393869230563300
1418393852272996400
1418393852029792300
1418393850075259e3
1418393849404133400
1418393840378019800
1418393839795015700
1418393823357456400
1418393807675007e3
1418393803505819600
1418393796190998500
1418393782022598700
1418393777421504500
1418393771134185500
1418393767313244200
1418393763051761700
1418393744970113e3
1418393725240103e3
1418393707720577e3
1418393686539337700
1418393678112903200
1418393665509023700
1418393665295159300
1418393661595807700
1418393660857589800
1418393657468616700
1418393627718418400
1418393622886580200
1418393620953010200
1418393570327756800
1418393568004116500
1418393544864059400
1418393533015150600
1418393522583982e3
1418393508776349700
1418393505433493500
1418393485078515700
1418393484503912400
1418393463146508300
1418393434646147e3
1418393428912599e3
141839341799902e4
1418393361585606700
1418393360037941200
1418393352488185900
1418393345668251600
1418393320502435800
1418393313132957700
1418393308930343e3
1418393270867042300
1418393270351106e3
1418393261115203600
1418393250415612e3
1418393231855816700
1418393229272125400
1418393197718347800
1418393187459031e3
1418393182807609300
1418393170786754600
1418393156505112600
1418393156370927600
1418393150024945700
1418393096560156700
1418393092378402800
141839308977374e4
1418393084413366300
1418393083977158700
1418393073583751200
1418393070542852e3
1418393045733499e3
1418393044412375e3
1418393032215326700
1418393030667554800
1418393016029433900
1418392992855982e3
1418392974816211e3
1418392959091839e3
1418392950317338600
1418392946332770300
1418392941580615700
1418392941236682800
1418392918985896e3
1418392913529086e3
1418392910341365800
1418392909175345200
1418392902737088500
1418392898987462700
1418392875809738800
1418392871212773400
1418392866292863e3
1418392865764384800
1418392862111064e3
1418392860706041900
1418392856364937200
1418392848454484e3
1418392837452746800
1418392828707631e3
1418392825675206700
1418392825616486400
1418392821858377700
1418392810592505900
141839279177685e4
1418392776685719600
1418392766199910400
1418392759879168e3
1418392746411237400
1418392723732648e3
1418392676492140500
1418392670263677e3
1418392627653734400
1418392624755445800
1418392615544782800
1418392609664290800
1418392603985281e3
1418392602215215e3
1418392587958767600
1418392575518548e3
1418392559274008600
1418392539976003600
141839253283729e4
1418392529569865700
1418392487647801300
1418392487480107e3
1418392473131360300
1418392465950711800
1418392451492974600
1418392429321887700
1418392427145035800
1418392397361258500
1418392388515471400
1418392386879725600
1418392375303434200
1418392310451118e3
1418392307301118e3
1418392292323258400
1418392289609535500
1418392285272633300
1418392280352788500
1418392275537698800
1418392275239854e3
1418392270991102e3
1418392254700421e3
1418392250325758e3
1418392237591855e3
1418392237335998500
1418392212165914600
1418392193409065e3
1418392184412205e3
